filename;spotify_url;categoria;revisar;type
Hozier - Take Me To Church;https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI;;;val
Inner Circle - Sweat (A La La La La Long);https://open.spotify.com/track/1nXTM2CVdaoCySSD5kgt3J;;;val
Jack Stauber - Oh Klahoma;https://open.spotify.com/track/6SZwj6cjc8JQbkrr8cbIUn;;;val
JAWNY - Honeypie;https://open.spotify.com/track/6FfLg6FFqhCsrFOaHIGkg0;;;val
John Michael Howell - Carnival;https://open.spotify.com/track/4TfmXkmAqtiq1ixe5PT5kX;;;val
John Newman - Love Me Again;https://open.spotify.com/track/5TbzAWWc5eJaANpA9kfGCd;;;val
John Travolta, Olivia Newton-John - Summer Nights - From “Grease”;https://open.spotify.com/track/2AVkArcfALVk2X8sfPRzya;;;val
KC & The Sunshine Band - Give It Up;https://open.spotify.com/track/3yDhZq8f17SmumVmEyCaRN;;;val
Laura Branigan - Self Control;https://open.spotify.com/track/6JNJERZGJwDVgkmbohBw7u;;;val
Leroy Clampitt - I’m Going To Die;https://open.spotify.com/track/1GGqXiVW58oZV5DckGpAae;;;val
Lesley Gore - Sunshine, Lollipops And Rainbows;https://open.spotify.com/track/0AZb6ryK8LsFcvY1jWHO61;;;val
Lesley Gore - You Don't Own Me;https://open.spotify.com/track/7ngRS53kqxLcEt9Pythc5d;;;val
Lipps Inc. - Funkytown;https://open.spotify.com/track/3JU7GqkbT5S51rgCbYJ20t;;;val
Los Iracundos - Marionetas de Cartón;https://open.spotify.com/track/04ggFcwJMcdR0MqvL3S6si;;;val
Los Retros - Someone To Spend Time With;https://open.spotify.com/track/1phnMapdUEbagFuKDZqmPQ;;;val
Madonna - La Isla Bonita;https://open.spotify.com/track/0NJdtoQ3RX5ckBjJlNXhlP;;;val
Maroon 5, Christina Aguilera - Moves Like Jagger - Studio Recording From 'The Voice' Performance;https://open.spotify.com/intl-es/track/7pYfyrMNPn3wtoCyqcTVoI?si=0caf11b914d141c8;;;val
Men At Work - Down Under;https://open.spotify.com/track/3ZZq9396zv8pcn5GYVhxUi;;;val
Men At Work - Who Can It Be Now;https://open.spotify.com/intl-es/track/5rfJ2Bq2PEL8yBjZLzouEu?si=a1c64c0e127c4cee;;;val
MGMT - Kids;https://open.spotify.com/track/1jJci4qxiYcOHhQR247rEU;;;val
MGMT - Time to Pretend;https://open.spotify.com/track/4iG2gAwKXsOcijVaVXzRPW;;;val
Michael Jackson - Billie Jean;https://open.spotify.com/track/7J1uxwnxfQLu4APicE5Rnj;;;val
Michael Jackson - Rock with You - Single Version;https://open.spotify.com/track/7oOOI85fVQvVnK5ynNMdW7;;;val
Mild High Club - Homage;https://open.spotify.com/track/7DcJ6fEBb7BaKuYKTwiDxK;;;val
Milky Chance - Stolen Dance;https://open.spotify.com/track/34xGLuxM0rkxhCVyMSqwJO;;;val
Mitski - Washing Machine Heart;https://open.spotify.com/track/3jjsRKEsF42ccXf8kWR3nu;;;val
Modern Talking - You're My Heart, You're My Soul;https://open.spotify.com/track/0Zn63G0XTiqXwr1KSmARWz;;;val
Modern Talking, Eric Singleton - Brother Louie Mix '98 (feat. Eric Singleton) - Radio Edit;https://open.spotify.com/track/2X7jfQnEMQYYmvkhr6mzS9;;;val
Neil Sedaka - You Mean Everything to Me;https://open.spotify.com/track/18YPNs20cBfgqkY8YCJlOH;;;val
Nirvana - Dumb;https://open.spotify.com/track/5gRcv46AMTrosmTOqrOV3Q;;;val
Nirvana - The Man Who Sold The World - Live;https://open.spotify.com/track/15VRO9CQwMpbqUYA7e6Hwg;;;val
No Doubt - Don't Speak;https://open.spotify.com/track/6urCAbunOQI4bLhmGpX7iS;;;val
Olivia Newton-John - Hopelessly Devoted To You - From “Grease”;https://open.spotify.com/track/5BUq9bdtsm3LWw5laJeJ4R;;;val
OneRepublic - I Ain't Worried;https://open.spotify.com/track/0oF9jpn0n8afMpbHKgRd6J;;;val
Orange Dog Club - That's What I Get;https://open.spotify.com/track/1Rt6dYh5NzxaMOTaP2VU6O;;;val
Ottawan - Crazy Music - Single Version;https://open.spotify.com/track/0L2nLk6afKbOterlTArabq;;;val
Ottawan - Hands Up - Single Version;https://open.spotify.com/track/5xQr5TxQ77siaKfuyiJbT0;;;val
Outkast - Hey Ya!;https://open.spotify.com/track/2PpruBYCo4H7WOBJ7Q2EwM;;;val
Patrick Hernandez - Born to Be Alive - The Original;https://open.spotify.com/track/3XIEWK1V9n25PS9Vb6axj5;;;val
Paul Anka - Put Your Head On My Shoulder - Remastered;https://open.spotify.com/track/6YDDrg8llsRtAgLlIROzZc;;;val
Percy Faith & His Orchestra - The Theme from 'A Summer Place';https://open.spotify.com/intl-es/track/6zwvB879PJSpTyFcg2wwnL?si=a7335ae09c4542bf;;;val
Peter Schilling - Major Tom (Coming Home);https://open.spotify.com/track/1D6NMs2Zq9PI8dgPtOGbtA;;;val
Pharrell Williams - Double Life - From 'Despicable Me 4';https://open.spotify.com/intl-es/track/07oO1U722crtVcavi6frX6?si=baad7ef5771e44d8;;;val
Pilot - Magic;https://open.spotify.com/track/500h8jAdr7LvzzXlm1qxtK;;;val
Poor Man's Poison - Providence;https://open.spotify.com/track/4VGR3mr2WbiD0splKGasFc;;;val
Queen - Another One Bites The Dust - Remastered 2011;https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7;;;val
Queen - I Want To Break Free;https://open.spotify.com/track/7iAqvWLgZzXvH38lA06QZg;;;val
Queen, David Bowie - Under Pressure - Remastered 2011;https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x;;;val
Ray Charles - Hit the Road Jack;https://open.spotify.com/track/5dUMh0ugelpKfoFp3qChuK;;;val
Red Hot Chili Peppers - Californication;https://open.spotify.com/track/48UPSzbZjgc449aqz8bxox;;;val
Red Hot Chili Peppers - Scar Tissue;https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1;;;val
Redbone - Come and Get Your Love - Single Version;https://open.spotify.com/track/7GVUmCP00eSsqc4tzj1sDD;;;val
Rex Orange County - Best Friend;https://open.spotify.com/track/3rPtS4nfpy7PsARctAWpzd;;;val
Rex Orange County - Sunflower;https://open.spotify.com/track/7h2nmmoWDi2UpfYKLKWLYB;;;val
Ricky Nelson - I Will Follow You;https://open.spotify.com/track/4Y6pdMS2PwGshq1MYcJ9fC;;;val
Rio Romeo - Nothing's New;https://open.spotify.com/track/0EF1EE8zusg3Y869e56JFd;;;val
Ritchie Valens - We Belong Together;https://open.spotify.com/track/7caj6X6NMX3tlhWnu1du6V;;;val
Rod Stewart - Baby Jane - 2008 Remaster;https://open.spotify.com/track/1wrT33b6HuKlpk9ziscEUY;;;val
Rod Stewart - Da Ya Think I'm Sexy;https://open.spotify.com/intl-es/track/4z7maGZkAonDlXlwo8q69f?si=201d55d0d02542a9;;;val
ROSÉ, Bruno Mars - APT.;https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY;;;val
Roy Orbison - You Got It;https://open.spotify.com/track/0RteYQqW1AOq3JNL0yMWYt;;;val
Sade - Smooth Operator - Single Version;https://open.spotify.com/track/1Hv1VTm8zeOeybub15mA2R;;;val
SALES - Chinese New Year;https://open.spotify.com/track/0SIAFU49FFHwR3QnT5Jx0k;;;val
SALES - Renee;https://open.spotify.com/track/5MeUMSRreLHYLhw8ZTyqpk;;;val
Sia, Diplo, Labrinth, LSD - No New Friends (feat. Sia, Diplo, and Labrinth);https://open.spotify.com/track/6Dma0t0hOe6Bd6u5YRKF3n;;;val
Sia, Diplo, Labrinth, LSD - Thunderclouds (feat. Sia, Diplo, and Labrinth);https://open.spotify.com/track/4lJNen4SMTIJMahALc3DcB;;;val
Soft Cell - Tainted Love;https://open.spotify.com/track/0cGG2EouYCEEC3xfa0tDFV;;;val
Steve Lacy - Bad Habit;https://open.spotify.com/track/4k6Uh1HXdhtusDW5y8Gbvy;;;val
Steve Lacy - Dark Red;https://open.spotify.com/track/3EaJDYHA0KnX88JvDhL9oa;;;val
Stevie Wonder - Part-Time Lover;https://open.spotify.com/track/0Dm43YLUlGdePpSbI1ct8h;;;val
Surf Curse - Disco;https://open.spotify.com/track/2Lumsra3kuU61wXkEKzKaK;;;val
Sylvie Vartan - La Maritza;https://open.spotify.com/track/6AulpMGee5cq7pjXUQ3VSS;;;val
Tame Impala - Elephant;https://open.spotify.com/track/6qZjm61s6u8Ead9sWxCDro;;;val
The Archies - Sugar Sugar;https://open.spotify.com/track/6MTd61g9zq6CB1FnJydjEb;;;val
The Bangles - Walk Like an Egyptian;https://open.spotify.com/track/1Jwc3ODLQxtbnS8M9TflSP;;;val
The Beatles - Do You Want To Know A Secret - Remastered 2009;https://open.spotify.com/track/7Aobt67JnaF7qN8jCCKvHq;;;val
The Beatles - Help!;https://open.spotify.com/track/6EdSN1iGtLPhcz43QDRkdK;;;val
The Beatles - I Want To Hold Your Hand - Remastered 2009;https://open.spotify.com/track/5Qe7NHxeLAn8KoLTNLSdwe;;;val
The Beatles - Let It Be - Remastered 2009;https://open.spotify.com/track/7iN1s7xHE4ifF5povM6A48;;;val
The Beatles - Penny Lane - Remastered 2009;https://open.spotify.com/track/1h04XMpzGzmAudoI6VHBgA;;;val
The Beatles - She Loves You - Mono Version Remastered 2009;https://open.spotify.com/intl-es/track/0qsS2A3hwicJCLtcaR6JRQ?si=21eebca66d4347cf;;;val
The Beatles - Something - Remastered 2009;https://open.spotify.com/track/0pNeVovbiZHkulpGeOx1Gj;;;val
The Beatles - Twist And Shout - Remastered 2009;https://open.spotify.com/track/5ZBeML7Lf3FMEVviTyvi8l;;;val
The Beatles - We Can Work It Out - Remastered 2009;https://open.spotify.com/track/7LNiAjyg9P2GKINTtN6Yt8;;;val
The Cardigans - Lovefool;https://open.spotify.com/track/7aQjPecQdIuNd1sz3KCDhD;;;val
The Constellations - Perfect Day;https://open.spotify.com/track/0MYVtKiYqRojOjMo7Og7Ua;;;val
The Criticals - Izzy;https://open.spotify.com/track/0uYapBl4uB4lUNDWVqKP23;;;val
The Daughters Of Eve - Help Me Boy;https://open.spotify.com/track/46sbgNoiqUKKeIwFQLvqMt;;;val
The Daughters Of Eve - Hey Lover;https://open.spotify.com/track/0bhwnn2xqnBUcMZDcXNuII;;;val
The Doors - People Are Strange;https://open.spotify.com/track/1Jmqubf9kGkWeYQXQKImL5;;;val
The Drums - Money;https://open.spotify.com/track/3VIJBrMpvimHEw5wtPh2wB;;;val
The Knack - My Sharona;https://open.spotify.com/track/1HOMkjp0nHMaTnfAkslCQj;;;val
The Mirrors - I'll Stay;https://open.spotify.com/track/53DEjZXuHIH5b6YA1EFQMs;;;val
The Platters - Only You (And You Alone);https://open.spotify.com/track/37IUoAxYqcWr1VXQvmWYEZ;;;val
The Police - Every Breath You Take;https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1;;;val
The Rare Occasions - Backwards;https://open.spotify.com/track/7gw9aTMItbIbnuByJEKtJd;;;val
The Rare Occasions - Notion;https://open.spotify.com/track/0sTlGEld0h8kIPZaKDYUf4;;;val
The Romantics - Talking In Your Sleep (2023 Remaster);https://open.spotify.com/track/7fRvtXvJMpGfTLdF0M09a1;;;val
The Smiths - Heaven Knows I'm Miserable Now - 2011 Remaster;https://open.spotify.com/track/1xaTREM89RbIxkcjlpf4Uw;;;val
The Turtles - Happy Together;https://open.spotify.com/track/1JO1xLtVc8mWhIoE3YaCL0;;;val
The Walters - I Love You So;https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc;;;val
The Weeknd - Blinding Lights;https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b;;;val
Tipling Rock - Staring;https://open.spotify.com/track/0lBOxYabLsCS8Hg5ZRaz7p;;;val
Tom Odell - Another Love;https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO;;;val
TOTO - Africa;https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX;;;val
TOTO - Hold the Line;https://open.spotify.com/track/4aVuWgvD0X63hcOCnZtNFA;;;val
TV Girl - Lovers Rock;https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM;;;val
Videoclub, Adèle Castillon, Mattyeux - Amour plastique;https://open.spotify.com/track/3vTQ939Tlk6CXYtQgMOFUR;;;val
Village People - YMCA;https://open.spotify.com/track/3ypMsqUwfNFMiooMLVHfkp;;;val
Wabie - Hey Lover!;https://open.spotify.com/track/7rC3P7tpWriaC4hYWKwGQd;;;val
Wallows, Clairo - Are You Bored Yet (feat. Clairo);https://open.spotify.com/intl-es/track/57RA3JGafJm5zRtKJiKPIm?si=f3971d369fd04474;;;val
White Town - Your Woman;https://open.spotify.com/track/3UBItNVbFQiVC5hBQlBvnr;;;val
WILLIS - I Think I Like When It Rains;https://open.spotify.com/track/1Roq03sTKb6TPKBY89YJ4v;;;val
Yusuf Cat Stevens - Father And Son;https://open.spotify.com/intl-es/track/476V2d6iA2tWXgQboKmTtA?si=58adb39a7f6342ba;;;val
